user_id,visa_type,filing_status,num_dependents,total_income,foreign_income,foreign_tax_paid,student_loan_interest_paid,paid_tuition,owns_home,state,years_in_us,foreign_tax_credit,student_loan_interest,standard_deduction,earned_income_credit,child_tax_credit,educator_expense,ira_deduction,home_ownership_credit
11202,OPT,married_filing_jointly,0,190630,31871,1,1,0,1,VA,18,1,0,0,0,0,0,0,0
11203,none,single,2,53288,0,0,1,0,1,NY,58,0,1,0,1,1,0,0,1
11204,none,single,3,27674,0,0,0,0,1,TX,24,0,0,0,1,1,0,0,1
11205,none,single,4,200060,0,0,0,0,1,CA,45,0,0,1,0,0,0,0,0
11206,none,married_filing_jointly,3,56776,0,0,0,0,0,OH,26,1,0,1,1,1,0,0,0
11207,none,married_filing_jointly,1,39288,0,0,1,0,1,CA,19,0,1,1,1,1,0,1,1
11208,none,head_of_household,3,53970,0,0,0,0,0,OH,18,0,0,1,1,0,0,0,0
11209,none,single,4,27563,0,0,0,0,1,NY,52,0,0,1,1,1,1,0,1
11210,J-1,married_filing_jointly,2,39118,31954,1,1,1,0,FL,4,1,0,1,1,1,1,0,0
11211,none,married_filing_separately,1,75032,0,0,1,1,0,TX,22,0,1,1,0,1,0,1,1
11212,F-1,single,2,201427,40678,1,0,0,1,VA,16,1,0,0,0,0,0,0,0
11213,none,single,0,27059,0,0,1,0,0,GA,34,0,1,1,0,0,0,0,0
11214,none,single,2,78051,0,0,0,0,0,PA,48,0,0,0,0,1,0,0,0
11215,H-1B,single,0,11761,37245,1,0,0,0,NY,12,1,0,1,1,0,0,0,0
11216,none,head_of_household,0,69932,0,0,0,1,0,FL,25,0,0,0,0,0,1,1,0
11217,none,single,1,224881,0,0,0,0,1,FL,29,0,0,1,1,0,1,0,0
11218,H-1B,married_filing_jointly,1,45306,45240,1,0,0,1,NJ,5,1,0,0,1,1,0,0,1
11219,L-1,married_filing_separately,2,26378,69048,0,0,0,1,NY,19,0,0,0,1,1,0,1,1
11220,none,single,3,27490,0,0,0,0,0,CA,22,0,0,1,1,1,0,1,0
11221,F-1,married_filing_jointly,3,68566,69307,1,0,0,0,WA,9,1,0,0,0,1,0,0,0
11222,none,single,1,46823,0,0,1,0,1,IL,19,1,1,1,1,1,0,0,1
11223,none,married_filing_jointly,0,30818,0,0,0,0,0,CA,58,0,0,1,0,0,0,0,1
11224,none,single,0,79865,0,0,0,0,0,CA,28,0,0,1,0,0,0,0,0
11225,none,single,1,20130,0,0,1,0,0,FL,27,0,1,1,1,1,0,0,0
11226,none,single,4,96620,0,0,0,0,0,IL,57,0,0,1,0,1,0,0,0
11227,none,married_filing_jointly,2,33406,4621,0,0,1,0,WA,29,0,0,1,1,1,0,0,0
11228,none,married_filing_jointly,0,80258,0,0,0,0,0,CA,26,0,0,1,0,0,0,0,0
11229,F-1,married_filing_jointly,3,94445,12384,1,0,0,0,FL,9,1,0,1,1,1,1,0,0
11230,H-1B,single,1,7721,18489,1,0,0,0,TX,6,1,0,1,1,1,0,0,0
11231,H-1B,qualifying_widow,3,41616,50438,1,0,0,0,NY,8,1,1,1,1,1,0,1,0
11232,none,single,3,11202,0,0,1,1,0,MI,39,0,1,1,1,1,0,0,0
11233,L-1,head_of_household,3,9340,72269,1,1,0,1,CA,7,1,1,1,1,1,0,0,1
11234,none,married_filing_jointly,4,35914,0,0,0,0,1,WA,43,0,0,1,1,1,0,1,1
11235,none,married_filing_jointly,3,58478,0,0,0,0,1,TX,38,0,0,1,1,1,0,1,1
11236,none,single,1,11043,0,0,1,0,0,NC,20,0,1,1,1,1,0,0,0
11237,none,married_filing_jointly,0,56624,0,0,0,0,0,OH,57,0,0,0,0,0,0,0,0
11238,none,married_filing_jointly,3,20192,0,0,0,0,0,PA,43,0,0,1,1,1,0,1,0
11239,none,single,1,47151,0,0,0,0,0,NJ,54,0,0,1,1,0,1,1,0
11240,O-1,married_filing_separately,0,432147,58317,1,0,0,0,IL,8,1,0,1,0,0,0,0,0
11241,none,single,4,33335,0,0,1,0,0,MI,18,0,0,1,1,1,0,1,0
11242,none,married_filing_jointly,2,15921,7130,1,1,0,0,IL,31,1,1,0,1,1,0,1,0
11243,none,married_filing_jointly,3,43646,0,0,0,0,0,GA,46,0,0,1,1,1,0,0,0
11244,none,head_of_household,0,37379,13872,0,1,0,0,CA,46,0,1,1,0,1,0,0,0
11245,STEM OPT,married_filing_jointly,4,32499,45624,1,0,1,0,OH,13,1,0,1,1,1,0,1,0
11246,none,single,3,45745,0,0,0,0,0,VA,46,0,0,1,1,1,1,0,0
11247,none,married_filing_jointly,4,37558,0,0,0,0,0,OH,57,0,0,0,1,1,0,0,0
11248,none,single,2,14561,0,0,0,0,0,MI,25,0,0,0,1,1,0,0,0
11249,none,married_filing_jointly,0,93148,0,0,0,0,0,MA,56,0,0,1,0,0,0,0,0
11250,none,married_filing_jointly,1,144662,0,0,0,0,0,CA,54,0,1,1,0,1,0,0,0
11251,none,married_filing_separately,2,31732,0,0,1,0,0,GA,41,0,1,1,1,1,0,1,0
11252,none,single,3,60815,0,0,0,0,1,VA,47,0,0,1,0,1,0,0,1
11253,none,single,3,7037,0,0,0,0,0,CA,45,0,0,1,1,1,0,0,0
11254,none,married_filing_jointly,0,43629,0,0,0,1,0,CA,36,0,0,1,0,0,0,1,1
11255,none,single,3,250470,0,0,0,0,0,TX,35,1,0,1,0,0,0,0,0
11256,none,single,4,91125,0,0,1,0,0,VA,25,0,1,0,0,1,1,0,0
11257,none,single,0,50951,0,0,0,0,0,MA,23,0,0,1,0,0,0,0,0
11258,none,married_filing_jointly,1,42623,0,0,1,0,0,WA,30,0,1,1,1,1,0,0,0
11259,none,single,3,33892,0,0,1,0,0,NY,42,0,0,1,1,1,0,1,0
11260,none,married_filing_jointly,2,64717,0,0,0,0,0,OH,24,0,0,1,0,1,0,1,0
11261,none,head_of_household,2,111926,0,0,1,0,0,CA,19,0,0,1,0,1,0,0,0
11262,none,married_filing_jointly,3,28240,0,0,0,0,0,MA,33,0,0,1,1,1,0,1,0
11263,none,single,2,87204,0,0,1,0,0,AZ,48,0,0,1,0,1,0,0,0
11264,none,single,0,21424,26600,0,0,0,1,IL,57,0,0,1,0,0,0,0,1
11265,none,single,3,29928,0,0,0,1,1,CA,58,0,0,1,1,1,0,1,1
11266,none,married_filing_jointly,2,16311,0,0,0,0,0,AZ,48,0,0,1,1,1,0,0,0
11267,L-1,married_filing_jointly,0,51238,17598,0,0,1,1,VA,6,0,0,1,0,0,0,1,1
11268,none,single,2,47816,0,0,0,0,0,MA,23,1,0,1,1,1,1,1,0
11269,none,single,1,63378,0,0,0,0,0,PA,43,0,0,1,0,1,0,1,0
11270,none,single,2,58553,0,0,0,1,0,FL,30,0,0,1,1,1,0,0,0
11271,none,single,0,85036,0,0,0,0,0,FL,44,0,0,1,1,0,0,0,0
11272,L-1,qualifying_widow,0,289641,37651,0,0,0,1,NY,8,0,0,1,0,0,0,0,0
11273,none,single,2,85789,0,0,0,1,1,WA,53,0,0,1,0,0,1,0,1
11274,none,single,1,7510,0,0,0,0,1,CA,40,0,0,1,0,1,0,0,1
11275,none,single,0,35484,0,0,0,0,0,OH,27,0,0,1,0,0,0,0,0
11276,none,single,1,42971,0,0,0,0,1,WA,24,0,0,1,0,1,0,1,1
11277,none,single,1,10655,0,0,0,0,1,TX,31,0,0,1,1,1,0,0,1
11278,none,single,4,93625,0,0,1,1,0,PA,45,0,0,1,0,1,0,0,0
11279,none,single,3,221843,10900,1,0,0,1,MI,40,1,1,1,0,0,0,0,0
11280,none,single,3,20334,0,0,0,0,0,PA,45,0,0,1,1,1,0,0,0
11281,none,married_filing_jointly,0,138253,0,0,0,0,0,PA,19,0,0,0,0,0,0,0,1
11282,none,married_filing_jointly,1,116535,0,0,0,0,0,NC,46,0,0,1,0,1,0,0,0
11283,none,single,1,56772,0,0,1,0,0,CA,23,0,1,1,1,0,0,0,0
11284,H-1B,head_of_household,2,93673,189,1,1,1,0,GA,11,1,0,0,0,1,0,0,0
11285,none,single,3,22291,0,0,0,0,1,WA,22,0,0,1,1,1,0,0,1
11286,none,qualifying_widow,3,124964,0,0,1,0,1,CA,20,0,0,1,0,0,0,0,1
11287,none,head_of_household,3,138610,0,0,0,0,0,CA,50,0,0,1,0,1,0,0,0
11288,none,single,4,68144,0,0,1,1,0,CA,18,0,1,1,0,1,0,0,0
11289,OPT,single,3,58391,31990,1,0,0,0,NC,8,1,0,1,1,1,0,0,0
11290,none,head_of_household,1,21720,0,0,1,1,1,FL,52,0,1,1,1,1,0,0,1
11291,H-1B,single,2,103955,64608,1,0,0,1,NY,2,1,0,0,0,1,0,0,1
11292,none,single,2,44930,0,0,0,0,1,GA,53,0,0,1,1,1,0,1,1
11293,none,married_filing_jointly,3,39229,0,0,0,0,1,PA,31,0,0,1,0,1,1,0,1
11294,none,married_filing_jointly,3,103750,0,0,0,0,0,IL,53,0,0,1,0,0,1,0,1
11295,none,head_of_household,3,34206,0,0,0,0,0,NJ,56,1,0,1,1,1,0,0,0
11296,none,married_filing_jointly,1,23507,0,0,0,0,0,NY,51,0,0,1,1,1,0,0,0
11297,none,head_of_household,2,118063,0,0,0,0,0,VA,26,0,0,0,0,1,0,1,0
11298,none,married_filing_jointly,1,11402,0,0,1,0,0,PA,49,0,1,0,1,1,1,1,0
11299,none,married_filing_jointly,1,85400,0,0,0,0,1,FL,46,0,0,1,0,1,0,0,1
11300,none,married_filing_jointly,4,14647,0,0,0,1,0,TX,34,0,0,1,1,1,1,0,0
11301,none,qualifying_widow,0,8696,15850,1,0,0,0,GA,25,1,0,0,1,0,0,0,1
11302,none,qualifying_widow,3,80127,0,0,0,0,0,IL,31,0,0,1,0,1,0,0,0
11303,none,head_of_household,4,59396,0,0,0,1,1,MI,36,0,0,0,0,1,0,1,1
11304,L-1,married_filing_separately,2,25112,66542,1,0,0,0,PA,15,1,0,1,1,1,1,1,0
11305,none,married_filing_jointly,2,15675,0,0,0,1,0,VA,30,0,0,1,1,1,0,0,0
11306,none,single,4,60148,784,1,0,0,0,TX,55,1,0,0,0,1,1,0,0
11307,none,head_of_household,3,29106,0,0,0,0,0,GA,51,0,0,1,1,1,1,0,0
11308,none,single,4,90390,0,0,1,0,0,FL,29,0,0,1,1,1,0,0,0
11309,H-1B,single,2,26413,75544,1,0,0,1,CA,9,1,0,0,1,1,0,0,1
11310,none,single,3,30252,0,0,1,1,1,PA,57,0,1,1,1,1,0,0,1
11311,none,married_filing_jointly,3,120331,0,0,0,1,1,TX,57,0,0,0,0,1,0,0,1
11312,none,married_filing_jointly,3,17590,0,0,0,0,0,CA,28,1,0,1,1,1,0,0,0
11313,none,single,4,11967,0,0,0,0,0,FL,42,0,0,1,1,1,0,1,0
11314,none,single,2,19123,7624,1,0,1,0,MA,38,1,0,1,1,1,0,0,0
11315,none,single,0,55142,0,0,1,1,0,VA,38,0,1,1,0,0,0,0,0
11316,F-1,single,2,247750,20761,0,0,1,0,MA,1,0,0,1,0,0,0,0,0
11317,none,single,1,50868,0,0,0,0,0,CA,58,0,0,1,1,1,0,1,0
11318,none,married_filing_jointly,1,20239,0,0,0,0,0,CA,50,0,0,1,1,1,0,0,0
11319,none,single,1,21035,0,0,1,0,1,TX,55,0,1,0,1,1,0,0,1
11320,none,single,4,64176,0,0,0,0,1,NC,40,0,1,1,0,1,0,0,1
11321,none,single,4,9321,0,0,0,0,0,MA,22,0,0,1,0,1,0,0,0
11322,none,married_filing_jointly,1,8156,0,0,1,0,1,FL,20,0,0,1,1,1,0,1,1
11323,O-1,head_of_household,0,52926,26143,1,0,0,0,IL,16,1,0,1,0,0,0,1,0
11324,none,single,3,98345,0,0,1,0,0,CA,59,0,0,1,0,1,0,0,0
11325,H-1B,single,4,100598,40770,0,0,0,1,OH,17,0,0,1,0,1,0,0,1
11326,none,married_filing_jointly,4,60574,0,0,0,0,1,VA,47,0,0,1,0,1,0,1,1
11327,OPT,single,0,130257,75103,1,0,1,1,OH,13,1,0,0,0,0,0,0,1
11328,none,head_of_household,3,37423,0,0,1,1,0,OH,34,0,1,1,1,1,0,1,0
11329,none,qualifying_widow,4,31546,0,0,0,0,1,NY,44,0,0,1,1,1,0,0,1
11330,none,married_filing_jointly,4,42347,0,0,1,0,0,NY,28,0,1,1,1,1,0,0,0
11331,F-1,qualifying_widow,0,57861,1532,1,0,0,1,FL,19,1,1,1,0,0,0,1,1
11332,F-1,single,0,1471448,51824,1,0,0,0,MI,1,1,0,1,0,0,0,0,0
11333,none,single,0,37154,0,0,1,0,1,OH,44,0,1,1,0,0,0,0,1
11334,none,single,3,52116,0,0,0,0,0,TX,28,1,0,1,1,1,0,0,0
11335,none,single,4,211850,0,0,0,0,0,PA,45,0,0,1,0,0,1,0,0
11336,none,single,3,73051,27948,1,0,0,0,CA,23,1,0,1,0,1,0,0,0
11337,none,married_filing_jointly,4,9782,0,0,0,0,1,CA,20,0,0,1,1,1,0,0,1
11338,none,married_filing_jointly,0,208385,0,0,0,0,0,CA,53,0,0,1,0,0,0,0,0
11339,none,single,2,59379,0,0,0,0,0,VA,43,0,0,1,0,1,0,1,0
11340,none,married_filing_jointly,0,3448,0,0,1,0,0,TX,28,0,0,0,1,0,0,0,1
11341,none,single,3,30752,0,0,0,0,0,AZ,26,0,0,1,1,1,0,0,0
11342,none,single,4,23193,15657,1,0,0,0,FL,25,1,0,1,1,1,1,0,0
11343,none,single,0,28937,0,0,0,0,0,FL,19,0,0,0,0,0,0,0,0
11344,none,married_filing_jointly,4,42972,0,0,0,0,1,MI,40,0,0,1,1,1,0,1,1
11345,none,married_filing_jointly,4,84994,0,0,0,0,1,TX,35,0,0,1,0,1,0,0,1
11346,none,married_filing_jointly,3,138756,0,0,0,0,0,VA,56,0,0,1,0,1,1,0,0
11347,none,single,4,143384,0,0,0,0,1,OH,35,0,0,1,0,1,0,0,0
11348,H-1B,single,0,187683,26317,0,0,0,0,CA,14,0,0,1,0,0,0,0,0
11349,none,qualifying_widow,4,37045,7090,1,0,0,0,AZ,27,1,0,1,1,1,0,1,0
11350,none,single,1,6764,0,0,0,0,1,TX,19,0,0,1,1,1,0,0,1
11351,none,single,4,4662,0,0,0,0,1,TX,41,0,0,1,1,1,1,1,0
11352,none,single,3,89025,11451,1,0,0,1,VA,56,1,1,1,0,1,0,0,1
11353,none,single,2,42022,0,0,1,0,0,FL,52,0,1,1,0,1,0,1,0
11354,STEM OPT,married_filing_jointly,4,170686,77685,0,0,0,1,GA,5,0,0,1,0,1,0,0,0
11355,none,single,1,67325,0,0,0,0,0,CA,51,0,0,1,0,1,0,1,0
11356,none,married_filing_jointly,0,9146,0,0,0,0,0,WA,47,0,0,1,0,0,0,0,1
11357,none,head_of_household,4,25746,0,0,1,1,0,FL,54,0,1,1,1,1,1,0,0
11358,none,single,4,65201,10097,1,0,0,1,CA,27,1,0,1,0,1,0,0,1
11359,none,single,1,16283,0,0,0,0,0,MA,58,0,0,1,1,1,0,0,0
11360,none,head_of_household,3,171893,0,0,0,1,1,NC,31,0,1,1,0,1,0,0,1
11361,none,married_filing_jointly,4,29837,5003,0,0,0,0,MI,24,0,0,1,1,1,0,1,0
11362,none,head_of_household,1,33200,0,0,0,0,0,NY,58,0,1,1,1,1,0,0,0
11363,none,single,1,10468,0,0,0,0,1,GA,33,0,0,1,1,1,0,0,0
11364,H-1B,married_filing_jointly,4,277623,8933,1,1,0,1,TX,7,1,0,1,1,1,0,0,0
11365,F-1,head_of_household,2,37200,70501,1,0,1,1,PA,17,1,0,1,1,1,0,1,1
11366,none,single,0,57613,23381,1,0,0,0,FL,28,1,0,1,0,0,0,1,0
11367,none,head_of_household,2,22124,19854,0,0,0,1,NY,47,0,0,1,1,1,0,1,1
11368,none,married_filing_jointly,0,31094,0,0,1,1,1,CA,48,1,1,0,0,0,0,1,1
11369,none,head_of_household,1,58500,0,0,0,0,0,MI,30,0,0,1,1,1,0,0,1
11370,none,single,4,65533,0,0,0,0,0,TX,35,0,0,1,0,0,1,0,0
11371,none,single,1,74498,0,0,0,0,0,NY,44,0,0,1,0,1,0,0,0
11372,none,single,1,110192,24494,1,1,1,1,OH,53,1,0,1,0,1,1,0,1
11373,none,qualifying_widow,3,82776,0,0,0,0,1,CA,33,0,0,1,0,1,0,0,1
11374,none,single,2,72467,0,0,1,0,1,FL,49,0,1,1,0,1,0,0,1
11375,H-1B,single,1,24536,29689,1,0,0,0,TX,13,1,0,1,1,1,0,1,0
11376,L-1,head_of_household,4,36203,50506,0,0,1,0,CA,6,0,0,1,1,1,0,0,0
11377,none,single,3,14694,0,0,1,0,1,MI,41,0,1,1,1,1,0,0,1
11378,none,married_filing_jointly,2,28287,24135,1,0,1,0,PA,53,1,0,1,1,1,0,0,0
11379,none,single,2,65135,0,0,0,0,0,NY,48,0,0,1,0,1,0,0,0
11380,none,married_filing_jointly,0,63639,0,0,0,0,1,CA,55,0,0,1,0,0,0,0,1
11381,H-1B,single,0,80530,42930,1,0,0,0,PA,17,1,0,1,0,0,1,0,1
11382,none,married_filing_jointly,4,166728,0,0,0,0,0,TX,59,0,0,0,0,1,0,0,1
11383,none,married_filing_jointly,1,13602,0,0,0,0,0,CA,44,0,0,1,1,1,0,0,0
11384,none,single,3,8264,13586,1,0,0,0,PA,29,0,0,1,1,1,0,1,0
11385,none,single,1,35007,0,0,0,0,0,OH,44,0,0,1,0,1,0,1,0
11386,none,single,1,167242,0,0,0,0,0,CA,42,0,0,1,0,1,0,0,0
11387,none,married_filing_jointly,1,162388,0,0,0,0,1,CA,44,0,0,1,0,1,0,0,0
11388,none,single,0,53035,3610,1,0,0,0,NC,53,1,0,1,0,0,0,0,0
11389,none,single,0,34314,23978,0,0,0,1,TX,54,0,0,1,0,0,0,0,1
11390,none,single,0,56128,0,0,0,0,1,CA,22,0,0,1,0,0,0,1,1
11391,none,married_filing_jointly,0,121579,0,0,0,0,0,AZ,51,0,0,0,1,0,0,0,0
11392,none,married_filing_jointly,3,21997,0,0,0,1,0,TX,37,0,0,1,1,1,0,0,0
11393,none,single,3,26532,0,0,1,1,1,OH,28,0,1,1,1,1,0,0,1
11394,none,head_of_household,1,48340,0,0,0,0,0,MI,41,0,0,1,1,1,1,1,0
11395,none,married_filing_jointly,1,121473,0,0,0,0,1,FL,38,0,0,1,0,1,0,0,1
11396,none,head_of_household,1,94069,0,0,0,0,0,NY,59,0,0,1,0,1,0,0,0
11397,none,married_filing_jointly,4,7531,0,0,1,0,0,PA,29,1,1,1,1,1,0,1,0
11398,none,single,3,94269,0,0,1,0,1,TX,23,0,0,1,1,1,0,0,1
11399,none,qualifying_widow,0,43785,0,0,0,0,0,TX,36,0,0,1,1,0,0,1,0
11400,F-1,married_filing_separately,3,78660,11647,1,1,0,0,AZ,19,1,1,1,0,1,0,0,0
11401,none,married_filing_jointly,3,36532,0,0,0,0,0,TX,46,0,0,0,1,1,0,1,0
11402,none,single,2,69522,0,0,0,0,0,MI,35,0,0,0,0,0,0,0,0
11403,none,single,1,46253,0,0,0,0,0,PA,24,0,0,1,1,1,1,0,0
11404,H-1B,married_filing_jointly,3,27178,514,0,0,1,0,OH,8,0,0,0,1,1,0,0,0
11405,none,single,3,22410,0,0,0,0,0,NY,55,0,0,1,1,1,0,0,0
11406,none,married_filing_jointly,3,37334,0,0,0,0,0,IL,25,0,0,1,1,1,0,0,0
11407,none,single,3,13834,0,0,0,0,0,PA,23,0,1,1,1,1,1,0,1
11408,none,married_filing_jointly,0,29779,0,0,1,0,0,NY,47,0,1,1,0,0,1,0,0
11409,none,single,1,33208,0,0,0,0,0,MI,47,0,0,1,1,1,1,0,0
11410,none,single,3,112739,0,0,0,0,0,VA,48,0,0,1,0,1,0,0,0
11411,none,single,1,80580,28731,0,1,0,0,TX,49,0,1,1,0,1,0,0,0
11412,none,head_of_household,0,271451,0,0,0,0,0,CA,48,0,0,1,1,0,1,0,1
11413,none,married_filing_jointly,4,9799,0,0,0,0,0,MI,43,0,0,1,1,1,0,0,0
11414,none,head_of_household,3,35207,0,0,0,0,0,TX,35,0,1,0,1,1,0,0,0
11415,none,married_filing_jointly,1,134532,0,0,1,0,0,VA,30,0,1,1,0,1,1,1,0
11416,STEM OPT,married_filing_separately,4,56784,43426,1,1,0,0,CA,15,0,1,1,1,1,0,0,0
11417,none,married_filing_jointly,0,36452,0,0,1,0,0,CA,37,0,1,1,0,0,0,1,0
11418,none,head_of_household,3,19163,0,0,0,0,1,TX,35,0,0,1,1,1,0,0,1
11419,none,head_of_household,3,82855,0,0,1,0,1,CA,25,1,1,1,0,1,0,0,1
11420,none,married_filing_jointly,2,52461,0,0,1,0,0,NC,36,0,1,1,1,1,0,0,0
11421,F-1,single,1,32720,15386,1,1,0,0,FL,14,1,1,0,1,1,0,0,0
11422,none,married_filing_jointly,0,109934,0,0,0,0,0,AZ,38,0,0,1,0,0,0,1,0
11423,none,single,3,332555,0,0,0,0,0,FL,56,0,0,1,0,0,0,0,0
11424,none,single,4,19938,0,0,0,0,1,GA,25,0,0,0,1,1,0,0,1
11425,none,married_filing_jointly,2,74973,0,0,0,0,0,OH,31,0,0,1,0,1,0,0,0
11426,L-1,head_of_household,1,50246,41312,1,0,0,1,FL,18,1,0,1,1,1,1,0,1
11427,none,single,1,79583,0,0,0,0,0,VA,30,0,0,1,0,1,0,0,0
11428,H-1B,single,3,145579,38834,1,1,0,1,FL,2,1,0,1,0,1,1,0,1
11429,none,head_of_household,0,159523,0,0,1,0,0,PA,19,0,0,1,0,0,0,0,0
11430,none,single,4,28322,0,0,0,0,1,FL,44,0,0,0,1,1,0,1,1
11431,none,single,1,9969,0,0,0,0,1,NY,27,0,0,1,1,1,0,1,1
11432,J-1,married_filing_jointly,4,40771,15185,1,1,1,0,CA,6,1,1,1,1,1,0,0,0
11433,none,head_of_household,1,40994,15911,1,0,1,0,TX,39,1,0,1,1,1,0,0,0
11434,none,married_filing_jointly,2,3724,0,0,1,0,0,AZ,53,0,1,1,1,1,0,1,0
11435,none,married_filing_jointly,3,110393,0,0,0,0,0,NJ,53,1,0,1,0,1,0,0,0
11436,none,single,1,27652,0,0,0,0,0,VA,56,0,1,0,1,1,0,1,0
11437,none,single,2,42341,0,0,0,0,0,GA,34,0,0,1,0,1,0,0,1
11438,none,married_filing_jointly,1,26536,0,0,1,0,0,OH,25,0,1,1,1,1,0,0,0
11439,OPT,head_of_household,4,36799,17665,1,0,0,0,VA,5,1,0,1,1,1,0,0,0
11440,none,single,1,139893,0,0,0,0,1,PA,38,0,0,1,0,1,0,0,1
11441,L-1,single,0,47853,71879,1,1,0,0,WA,17,1,1,1,0,0,0,1,0
11442,none,single,4,299348,0,0,0,0,1,FL,46,0,0,1,0,0,0,0,0
11443,none,single,2,78133,0,0,0,0,1,IL,29,0,0,1,0,1,0,0,1
11444,none,single,0,83387,0,0,0,0,1,NY,51,1,0,1,0,0,0,0,1
11445,none,single,1,36908,0,0,0,0,0,CA,46,0,0,0,1,1,0,0,0
11446,none,married_filing_separately,0,42023,0,0,0,0,1,TX,24,0,0,1,0,0,0,0,1
11447,none,single,2,112331,0,0,0,0,0,WA,35,0,0,1,0,1,0,0,0
11448,none,married_filing_jointly,0,129117,0,0,0,0,0,IL,37,0,0,1,0,0,0,0,0
11449,none,married_filing_jointly,0,56374,0,0,0,1,0,CA,19,0,0,1,0,0,1,0,0
11450,none,head_of_household,0,73212,0,0,1,0,0,AZ,33,0,1,1,0,0,0,0,0
11451,none,qualifying_widow,1,39104,0,0,0,0,0,WA,31,0,0,1,1,1,1,1,0
11452,none,single,2,54067,0,0,0,1,0,GA,55,0,1,0,1,0,0,0,0
11453,STEM OPT,single,3,47978,40758,1,0,0,0,TX,1,1,0,1,1,1,0,0,0
11454,none,married_filing_jointly,3,45960,0,0,0,1,0,TX,53,0,1,0,1,1,0,0,0
11455,H-1B,single,4,109276,41583,1,0,0,1,NJ,3,1,0,1,0,0,0,0,1
11456,J-1,single,3,42401,41911,1,0,0,0,CA,13,1,0,0,1,0,0,1,0
11457,F-1,single,2,25180,64694,1,0,0,0,TX,7,1,0,1,1,1,0,1,0
11458,none,head_of_household,3,34806,14395,1,1,0,0,CA,48,1,1,0,1,1,0,0,1
11459,none,single,1,34280,0,0,1,1,1,GA,32,0,1,1,1,1,0,0,1
11460,none,married_filing_jointly,1,65964,0,0,0,0,0,FL,54,0,0,1,0,1,0,0,0
11461,none,single,1,26841,0,0,0,0,1,WA,18,0,0,0,1,1,0,0,1
11462,none,married_filing_jointly,1,122133,0,0,0,0,0,MI,51,0,0,1,0,1,0,0,0
11463,none,single,2,34807,0,0,0,0,0,MA,59,0,0,1,1,1,0,1,0
11464,none,head_of_household,4,182087,0,0,0,0,0,TX,18,0,0,1,0,1,0,0,0
11465,none,married_filing_jointly,2,45406,0,0,0,0,1,NY,23,0,0,1,1,1,0,0,1
11466,none,single,4,71359,0,0,0,0,1,OH,46,0,0,1,0,1,0,0,1
11467,L-1,single,4,108481,35056,1,0,0,1,MA,15,1,0,1,0,1,0,0,1
11468,none,head_of_household,0,133417,0,0,1,0,0,FL,53,0,0,1,0,0,0,0,0
11469,none,married_filing_jointly,4,77993,0,0,0,0,1,FL,38,0,1,1,0,1,0,1,1
11470,none,single,1,469535,0,0,0,1,0,IL,47,0,0,1,0,0,0,0,0
11471,L-1,single,1,44493,11956,1,0,0,1,OH,5,1,0,1,1,1,0,0,1
11472,none,single,0,11405,0,0,0,0,1,TX,19,0,0,1,1,0,0,0,1
11473,F-1,single,4,42991,72723,1,1,0,0,NY,17,1,1,1,1,1,0,0,0
11474,none,single,0,90697,0,0,0,1,0,FL,38,0,0,1,0,0,0,0,0
11475,none,single,2,66795,0,0,0,0,1,NY,24,0,0,1,0,1,0,0,1
11476,none,single,1,17740,0,0,1,0,1,CA,20,0,1,1,1,1,0,1,1
11477,none,head_of_household,1,32721,0,0,1,1,1,OH,53,0,1,1,1,0,0,0,1
11478,H-1B,married_filing_separately,2,21403,57168,0,0,0,0,TX,5,0,0,1,1,1,0,0,0
11479,none,head_of_household,0,24399,0,0,1,0,1,CA,21,0,1,1,0,0,0,0,1
11480,none,married_filing_jointly,2,40777,0,0,1,0,0,NY,47,0,1,1,1,1,0,0,0
11481,none,married_filing_jointly,3,67507,0,0,1,0,1,CA,46,0,1,1,0,1,0,0,0
11482,O-1,single,2,23017,28083,1,0,0,0,OH,2,1,0,0,1,1,0,0,0
11483,none,married_filing_jointly,3,25060,0,0,0,0,1,IL,26,0,0,1,1,1,0,0,1
11484,OPT,single,4,84092,46462,1,0,0,1,PA,11,1,0,1,1,1,0,0,1
11485,none,married_filing_jointly,4,20521,0,0,0,1,0,CA,36,0,0,0,1,1,1,0,0
11486,none,qualifying_widow,1,19706,0,0,0,1,0,CA,51,0,0,1,1,1,1,0,0
11487,none,head_of_household,1,320785,0,0,1,0,0,OH,52,0,0,1,0,0,0,0,0
11488,none,single,0,27609,0,0,1,0,0,CA,40,0,1,1,0,0,0,0,0
11489,L-1,married_filing_jointly,2,8579,78914,0,1,0,1,CA,8,0,1,1,1,1,0,0,1
11490,none,single,3,14532,0,0,1,0,1,NC,37,0,1,1,1,1,0,1,1
11491,F-1,single,3,7377,2408,0,0,0,0,CA,4,0,0,0,1,1,0,0,0
11492,J-1,single,0,195743,65553,1,0,0,1,NY,15,1,0,1,0,0,0,0,0
11493,none,single,3,41561,24622,0,1,0,0,CA,35,0,1,1,1,1,0,0,0
11494,none,married_filing_jointly,1,17380,0,0,0,1,0,TX,59,0,0,1,1,1,0,0,0
11495,none,single,4,73498,0,0,0,0,0,VA,51,0,0,1,0,1,1,0,0
11496,none,single,1,207119,0,0,0,0,0,NC,59,0,0,0,0,0,0,0,1
11497,none,qualifying_widow,3,38026,0,0,0,1,0,TX,29,0,0,1,1,1,0,0,0
